==========================================
K-Test for Random Sampling Configuration
==========================================
Total experiments: 28
Datasets: cifar10 cifar100
Blocks: ConvNNAttention
K values: 1 2 3 4 5 6 7 8 9 10 11 12 16 25
Learning rate: 1e-4
==========================================

[1/28] Dataset=cifar10 | K=1 | Block=ConvNNAttention
Output: ./Final_Output/K_test_correct_random/ViT-Tiny-CIFAR10/ConvNNAttention_Random_K1_NS32_s42
Files already downloaded and verified
Files already downloaded and verified
Model: VIT ConvNNAttention
Total Parameters: 5481610
Trainable Parameters: 5481610
   - Trainable Parameters: 5.48161000 M
Model Complexity (Profiler):
   - GFLOPs: 2.03378938
   - Trainable Parameters: 5.48161000 M
[Epoch 001] Time: 19.9183s | [Train] Loss: 2.38003699 Accuracy: Top1: 10.0446%, Top5: 49.8390% | [Test] Loss: 2.34667221 Accuracy: Top1: 9.9121%, Top5: 49.8535%
[Epoch 047] Time: 23.2211s | [Train] Loss: 0.73373946 Accuracy: Top1: 74.0314%, Top5: 98.4829% | [Test] Loss: 0.80762748 Accuracy: Top1: 71.5137%, Top5: 98.1055%
[Epoch 048] Time: 23.3174s | [Train] Loss: 0.72580598 Accuracy: Top1: 73.9700%, Top5: 98.7596% | [Test] Loss: 0.84756294 Accuracy: Top1: 70.4395%, Top5: 98.2031%
[Epoch 049] Time: 23.2084s | [Train] Loss: 0.71529218 Accuracy: Top1: 74.3499%, Top5: 98.6966% | [Test] Loss: 0.86017362 Accuracy: Top1: 70.4590%, Top5: 97.9492%
[Epoch 050] Time: 23.1795s | [Train] Loss: 0.71637175 Accuracy: Top1: 74.4471%, Top5: 98.7101% | [Test] Loss: 0.82024846 Accuracy: Top1: 71.4160%, Top5: 98.0469%
[Epoch 051] Time: 23.3030s | [Train] Loss: 0.70384135 Accuracy: Top1: 74.8960%, Top5: 98.7066% | [Test] Loss: 0.82965981 Accuracy: Top1: 71.5918%, Top5: 98.1152%
[Epoch 052] Time: 23.2092s | [Train] Loss: 0.70015759 Accuracy: Top1: 75.0227%, Top5: 98.7042% | [Test] Loss: 0.80193080 Accuracy: Top1: 72.1875%, Top5: 98.0371%
[Epoch 053] Time: 23.2114s | [Train] Loss: 0.69416377 Accuracy: Top1: 75.3129%, Top5: 98.7353% | [Test] Loss: 0.77126947 Accuracy: Top1: 73.2422%, Top5: 98.1836%
[Epoch 054] Time: 23.3650s | [Train] Loss: 0.68540092 Accuracy: Top1: 75.5680%, Top5: 98.7899% | [Test] Loss: 0.79415963 Accuracy: Top1: 72.5977%, Top5: 98.2715%
[Epoch 055] Time: 23.2440s | [Train] Loss: 0.67917643 Accuracy: Top1: 75.7689%, Top5: 98.8560% | [Test] Loss: 0.79719726 Accuracy: Top1: 72.5879%, Top5: 98.2715%
[Epoch 056] Time: 23.3507s | [Train] Loss: 0.66663287 Accuracy: Top1: 76.3381%, Top5: 98.8935% | [Test] Loss: 0.76990001 Accuracy: Top1: 72.8711%, Top5: 98.2227%
[Epoch 057] Time: 23.3607s | [Train] Loss: 0.65707112 Accuracy: Top1: 76.2636%, Top5: 98.8919% | [Test] Loss: 0.76828195 Accuracy: Top1: 73.1641%, Top5: 98.4375%
[Epoch 058] Time: 23.2519s | [Train] Loss: 0.65305985 Accuracy: Top1: 76.5617%, Top5: 98.9788% | [Test] Loss: 0.80732817 Accuracy: Top1: 71.9238%, Top5: 98.2324%
[Epoch 059] Time: 23.1837s | [Train] Loss: 0.64690534 Accuracy: Top1: 76.8431%, Top5: 98.9409% | [Test] Loss: 0.79495108 Accuracy: Top1: 72.1875%, Top5: 98.3105%
[Epoch 060] Time: 23.2414s | [Train] Loss: 0.64307586 Accuracy: Top1: 77.0181%, Top5: 98.9629% | [Test] Loss: 0.76666611 Accuracy: Top1: 73.7207%, Top5: 98.3691%
[Epoch 061] Time: 23.3388s | [Train] Loss: 0.63281421 Accuracy: Top1: 77.3438%, Top5: 99.0015% | [Test] Loss: 0.76809313 Accuracy: Top1: 73.5645%, Top5: 98.2617%
[Epoch 062] Time: 23.4060s | [Train] Loss: 0.62986672 Accuracy: Top1: 77.4478%, Top5: 99.0394% | [Test] Loss: 0.76842297 Accuracy: Top1: 73.3105%, Top5: 98.2715%
[Epoch 063] Time: 23.2867s | [Train] Loss: 0.62317357 Accuracy: Top1: 77.6188%, Top5: 99.1271% | [Test] Loss: 0.75022624 Accuracy: Top1: 74.2676%, Top5: 98.5645%
[Epoch 064] Time: 23.2668s | [Train] Loss: 0.61802987 Accuracy: Top1: 77.8237%, Top5: 99.0693% | [Test] Loss: 0.76744643 Accuracy: Top1: 73.8184%, Top5: 98.3594%
[Epoch 065] Time: 23.2605s | [Train] Loss: 0.60695682 Accuracy: Top1: 78.0265%, Top5: 99.1490% | [Test] Loss: 0.75195797 Accuracy: Top1: 74.4043%, Top5: 98.5449%
[Epoch 066] Time: 23.2512s | [Train] Loss: 0.59787177 Accuracy: Top1: 78.6878%, Top5: 99.1769% | [Test] Loss: 0.77103648 Accuracy: Top1: 73.6230%, Top5: 98.5254%
[Epoch 067] Time: 23.2676s | [Train] Loss: 0.58943306 Accuracy: Top1: 78.8289%, Top5: 99.2108% | [Test] Loss: 0.74553216 Accuracy: Top1: 74.9219%, Top5: 98.5156%
[Epoch 068] Time: 23.2589s | [Train] Loss: 0.58966687 Accuracy: Top1: 78.6228%, Top5: 99.2088% | [Test] Loss: 0.75569849 Accuracy: Top1: 74.6582%, Top5: 98.4473%
[Epoch 069] Time: 23.2931s | [Train] Loss: 0.57633451 Accuracy: Top1: 79.3316%, Top5: 99.2227% | [Test] Loss: 0.75282261 Accuracy: Top1: 74.7656%, Top5: 98.3887%
[Epoch 070] Time: 23.4669s | [Train] Loss: 0.57324198 Accuracy: Top1: 79.4970%, Top5: 99.2522% | [Test] Loss: 0.72772568 Accuracy: Top1: 74.6680%, Top5: 98.5645%
[Epoch 071] Time: 23.2010s | [Train] Loss: 0.57239430 Accuracy: Top1: 79.3595%, Top5: 99.2901% | [Test] Loss: 0.73235772 Accuracy: Top1: 74.6094%, Top5: 98.6426%
[Epoch 072] Time: 23.3062s | [Train] Loss: 0.56199613 Accuracy: Top1: 79.7688%, Top5: 99.3363% | [Test] Loss: 0.75503704 Accuracy: Top1: 74.2383%, Top5: 98.4766%
[Epoch 073] Time: 23.2794s | [Train] Loss: 0.55546607 Accuracy: Top1: 80.0606%, Top5: 99.2558% | [Test] Loss: 0.74576657 Accuracy: Top1: 75.0391%, Top5: 98.1250%
[Epoch 074] Time: 23.1482s | [Train] Loss: 0.55879239 Accuracy: Top1: 79.8374%, Top5: 99.2873% | [Test] Loss: 0.72485940 Accuracy: Top1: 75.4102%, Top5: 98.4082%
[Epoch 075] Time: 23.3126s | [Train] Loss: 0.54433316 Accuracy: Top1: 80.3747%, Top5: 99.3682% | [Test] Loss: 0.71144396 Accuracy: Top1: 75.7520%, Top5: 98.6719%
[Epoch 076] Time: 23.3041s | [Train] Loss: 0.53532102 Accuracy: Top1: 80.8147%, Top5: 99.3304% | [Test] Loss: 0.70924664 Accuracy: Top1: 76.1621%, Top5: 98.4863%
[Epoch 077] Time: 23.4222s | [Train] Loss: 0.53565624 Accuracy: Top1: 80.7617%, Top5: 99.3941% | [Test] Loss: 0.72755681 Accuracy: Top1: 75.6641%, Top5: 98.7305%
[Epoch 078] Time: 23.2674s | [Train] Loss: 0.52487882 Accuracy: Top1: 81.2121%, Top5: 99.3941% | [Test] Loss: 0.71912457 Accuracy: Top1: 75.7812%, Top5: 98.5254%
[Epoch 079] Time: 23.3422s | [Train] Loss: 0.52187850 Accuracy: Top1: 81.0069%, Top5: 99.4376% | [Test] Loss: 0.70559092 Accuracy: Top1: 76.0840%, Top5: 98.7598%
[Epoch 080] Time: 23.2090s | [Train] Loss: 0.51666214 Accuracy: Top1: 81.4545%, Top5: 99.4519% | [Test] Loss: 0.72555409 Accuracy: Top1: 75.1660%, Top5: 98.5449%
[Epoch 081] Time: 23.3270s | [Train] Loss: 0.51504171 Accuracy: Top1: 81.3508%, Top5: 99.4220% | [Test] Loss: 0.72382889 Accuracy: Top1: 75.7031%, Top5: 98.5352%
[Epoch 082] Time: 23.3345s | [Train] Loss: 0.50423361 Accuracy: Top1: 81.9057%, Top5: 99.4870% | [Test] Loss: 0.72255360 Accuracy: Top1: 75.9180%, Top5: 98.4961%
[Epoch 083] Time: 23.3158s | [Train] Loss: 0.49600119 Accuracy: Top1: 82.0938%, Top5: 99.4978% | [Test] Loss: 0.72190995 Accuracy: Top1: 75.5566%, Top5: 98.5742%
[Epoch 084] Time: 23.3330s | [Train] Loss: 0.49644063 Accuracy: Top1: 82.0755%, Top5: 99.4990% | [Test] Loss: 0.70413818 Accuracy: Top1: 76.8945%, Top5: 98.5156%
[Epoch 085] Time: 23.2279s | [Train] Loss: 0.48925585 Accuracy: Top1: 82.3398%, Top5: 99.4894% | [Test] Loss: 0.71208208 Accuracy: Top1: 76.9531%, Top5: 98.8086%
[Epoch 086] Time: 23.2764s | [Train] Loss: 0.47534511 Accuracy: Top1: 82.9289%, Top5: 99.5257% | [Test] Loss: 0.69618426 Accuracy: Top1: 76.7676%, Top5: 98.7012%
[Epoch 087] Time: 23.2131s | [Train] Loss: 0.48007056 Accuracy: Top1: 82.7360%, Top5: 99.5635% | [Test] Loss: 0.70449268 Accuracy: Top1: 76.6309%, Top5: 98.7207%
[Epoch 088] Time: 23.3760s | [Train] Loss: 0.47598767 Accuracy: Top1: 82.8811%, Top5: 99.5715% | [Test] Loss: 0.71182034 Accuracy: Top1: 76.4648%, Top5: 98.7793%
[Epoch 089] Time: 23.3053s | [Train] Loss: 0.46171551 Accuracy: Top1: 83.2482%, Top5: 99.5695% | [Test] Loss: 0.69124177 Accuracy: Top1: 76.8848%, Top5: 98.8086%
[Epoch 090] Time: 23.2599s | [Train] Loss: 0.45911336 Accuracy: Top1: 83.4869%, Top5: 99.6094% | [Test] Loss: 0.71296137 Accuracy: Top1: 76.7090%, Top5: 98.5645%
[Epoch 091] Time: 23.3015s | [Train] Loss: 0.45625399 Accuracy: Top1: 83.7492%, Top5: 99.5615% | [Test] Loss: 0.70848065 Accuracy: Top1: 76.2793%, Top5: 98.7988%
[Epoch 092] Time: 23.2581s | [Train] Loss: 0.44745823 Accuracy: Top1: 84.0183%, Top5: 99.5954% | [Test] Loss: 0.67983286 Accuracy: Top1: 77.7930%, Top5: 98.7793%
[Epoch 093] Time: 23.3925s | [Train] Loss: 0.44314468 Accuracy: Top1: 83.9086%, Top5: 99.6134% | [Test] Loss: 0.71434124 Accuracy: Top1: 77.0312%, Top5: 98.5254%
[Epoch 094] Time: 23.2857s | [Train] Loss: 0.43545695 Accuracy: Top1: 84.3188%, Top5: 99.6632% | [Test] Loss: 0.70605350 Accuracy: Top1: 77.2266%, Top5: 98.8086%
[Epoch 095] Time: 23.2805s | [Train] Loss: 0.43164725 Accuracy: Top1: 84.5460%, Top5: 99.6413% | [Test] Loss: 0.69266041 Accuracy: Top1: 77.7539%, Top5: 98.8184%
[Epoch 096] Time: 23.2548s | [Train] Loss: 0.42635585 Accuracy: Top1: 84.6098%, Top5: 99.6672% | [Test] Loss: 0.68916248 Accuracy: Top1: 77.3730%, Top5: 98.7891%
[Epoch 097] Time: 23.2654s | [Train] Loss: 0.42403104 Accuracy: Top1: 84.6963%, Top5: 99.6632% | [Test] Loss: 0.70967243 Accuracy: Top1: 77.3828%, Top5: 98.6816%
[Epoch 098] Time: 23.2081s | [Train] Loss: 0.41887793 Accuracy: Top1: 84.8366%, Top5: 99.6811% | [Test] Loss: 0.70207450 Accuracy: Top1: 77.4219%, Top5: 98.8379%
[Epoch 099] Time: 23.2867s | [Train] Loss: 0.41269181 Accuracy: Top1: 84.9741%, Top5: 99.6971% | [Test] Loss: 0.70942740 Accuracy: Top1: 77.0410%, Top5: 98.7109%
[Epoch 100] Time: 23.2461s | [Train] Loss: 0.40826445 Accuracy: Top1: 85.1539%, Top5: 99.6652% | [Test] Loss: 0.69948951 Accuracy: Top1: 77.5879%, Top5: 98.9453%
[Epoch 101] Time: 23.3643s | [Train] Loss: 0.40361436 Accuracy: Top1: 85.4018%, Top5: 99.7230% | [Test] Loss: 0.70747253 Accuracy: Top1: 77.2168%, Top5: 98.6621%
[Epoch 102] Time: 23.1933s | [Train] Loss: 0.40407147 Accuracy: Top1: 85.3994%, Top5: 99.7030% | [Test] Loss: 0.69429900 Accuracy: Top1: 77.8418%, Top5: 98.7988%
[Epoch 103] Time: 23.3163s | [Train] Loss: 0.39123531 Accuracy: Top1: 85.8004%, Top5: 99.7688% | [Test] Loss: 0.70081018 Accuracy: Top1: 77.9395%, Top5: 98.9160%
[Epoch 104] Time: 23.2369s | [Train] Loss: 0.39172058 Accuracy: Top1: 85.7633%, Top5: 99.7469% | [Test] Loss: 0.70175019 Accuracy: Top1: 77.6367%, Top5: 98.7793%
[Epoch 105] Time: 23.4228s | [Train] Loss: 0.38488293 Accuracy: Top1: 86.1037%, Top5: 99.7529% | [Test] Loss: 0.70544196 Accuracy: Top1: 77.9297%, Top5: 98.6816%
[Epoch 106] Time: 23.2606s | [Train] Loss: 0.38224941 Accuracy: Top1: 86.0049%, Top5: 99.7529% | [Test] Loss: 0.69407640 Accuracy: Top1: 78.7109%, Top5: 98.7598%
[Epoch 107] Time: 23.3149s | [Train] Loss: 0.38080171 Accuracy: Top1: 86.2141%, Top5: 99.7509% | [Test] Loss: 0.73060276 Accuracy: Top1: 77.1191%, Top5: 98.7109%
[Epoch 108] Time: 23.2434s | [Train] Loss: 0.36710391 Accuracy: Top1: 86.6721%, Top5: 99.8266% | [Test] Loss: 0.70649655 Accuracy: Top1: 77.4707%, Top5: 98.8184%
[Epoch 109] Time: 23.3560s | [Train] Loss: 0.37085901 Accuracy: Top1: 86.4943%, Top5: 99.7648% | [Test] Loss: 0.71363831 Accuracy: Top1: 77.6758%, Top5: 98.7598%
[Epoch 110] Time: 23.2263s | [Train] Loss: 0.36549324 Accuracy: Top1: 86.7921%, Top5: 99.7927% | [Test] Loss: 0.68300378 Accuracy: Top1: 78.0859%, Top5: 98.8574%
[Epoch 111] Time: 23.2930s | [Train] Loss: 0.35665199 Accuracy: Top1: 87.1668%, Top5: 99.7688% | [Test] Loss: 0.69214554 Accuracy: Top1: 77.8418%, Top5: 98.9648%
[Epoch 112] Time: 23.1691s | [Train] Loss: 0.35574915 Accuracy: Top1: 87.2154%, Top5: 99.8266% | [Test] Loss: 0.72243800 Accuracy: Top1: 77.3535%, Top5: 98.6230%
[Epoch 113] Time: 23.3006s | [Train] Loss: 0.35143883 Accuracy: Top1: 87.1142%, Top5: 99.7967% | [Test] Loss: 0.69918849 Accuracy: Top1: 78.6621%, Top5: 98.7402%
[Epoch 114] Time: 23.3335s | [Train] Loss: 0.34408369 Accuracy: Top1: 87.5929%, Top5: 99.8206% | [Test] Loss: 0.70904640 Accuracy: Top1: 78.2520%, Top5: 98.7207%
[Epoch 115] Time: 23.2210s | [Train] Loss: 0.34326853 Accuracy: Top1: 87.5339%, Top5: 99.8007% | [Test] Loss: 0.68246994 Accuracy: Top1: 78.4375%, Top5: 98.9355%
[Epoch 116] Time: 23.2434s | [Train] Loss: 0.33951788 Accuracy: Top1: 87.7204%, Top5: 99.8306% | [Test] Loss: 0.73106956 Accuracy: Top1: 78.1152%, Top5: 98.8672%
[Epoch 117] Time: 23.1824s | [Train] Loss: 0.33613733 Accuracy: Top1: 87.7467%, Top5: 99.8346% | [Test] Loss: 0.71226026 Accuracy: Top1: 78.2812%, Top5: 98.8574%
[Epoch 118] Time: 23.3518s | [Train] Loss: 0.33056415 Accuracy: Top1: 87.8878%, Top5: 99.8645% | [Test] Loss: 0.69489870 Accuracy: Top1: 79.0332%, Top5: 98.8086%
[Epoch 119] Time: 23.2926s | [Train] Loss: 0.32432225 Accuracy: Top1: 88.4124%, Top5: 99.8445% | [Test] Loss: 0.68143489 Accuracy: Top1: 79.0820%, Top5: 98.8184%
[Epoch 120] Time: 23.2222s | [Train] Loss: 0.32044472 Accuracy: Top1: 88.3773%, Top5: 99.8744% | [Test] Loss: 0.71239793 Accuracy: Top1: 78.2129%, Top5: 98.9941%
[Epoch 121] Time: 23.2632s | [Train] Loss: 0.31209952 Accuracy: Top1: 88.6440%, Top5: 99.8505% | [Test] Loss: 0.70929995 Accuracy: Top1: 78.2910%, Top5: 98.8477%
[Epoch 122] Time: 23.2111s | [Train] Loss: 0.31215084 Accuracy: Top1: 88.7233%, Top5: 99.8924% | [Test] Loss: 0.68765314 Accuracy: Top1: 79.2383%, Top5: 98.8379%
[Epoch 123] Time: 23.3381s | [Train] Loss: 0.30789727 Accuracy: Top1: 88.8014%, Top5: 99.8645% | [Test] Loss: 0.71253660 Accuracy: Top1: 78.6914%, Top5: 98.9160%
[Epoch 124] Time: 23.2585s | [Train] Loss: 0.30292276 Accuracy: Top1: 88.9361%, Top5: 99.8924% | [Test] Loss: 0.69484036 Accuracy: Top1: 79.4629%, Top5: 98.8965%
[Epoch 125] Time: 23.3446s | [Train] Loss: 0.30745520 Accuracy: Top1: 88.9553%, Top5: 99.8705% | [Test] Loss: 0.70213793 Accuracy: Top1: 78.7109%, Top5: 98.8770%
[Epoch 126] Time: 23.2889s | [Train] Loss: 0.30383379 Accuracy: Top1: 89.0497%, Top5: 99.8924% | [Test] Loss: 0.72684578 Accuracy: Top1: 78.6816%, Top5: 98.8574%
[Epoch 127] Time: 23.3848s | [Train] Loss: 0.29706731 Accuracy: Top1: 89.2259%, Top5: 99.9043% | [Test] Loss: 0.71584494 Accuracy: Top1: 79.5312%, Top5: 98.7402%
[Epoch 128] Time: 23.3343s | [Train] Loss: 0.29365324 Accuracy: Top1: 89.5440%, Top5: 99.9219% | [Test] Loss: 0.70175146 Accuracy: Top1: 79.3359%, Top5: 98.9551%
[Epoch 129] Time: 23.2575s | [Train] Loss: 0.29351357 Accuracy: Top1: 89.2961%, Top5: 99.8924% | [Test] Loss: 0.71735302 Accuracy: Top1: 78.6914%, Top5: 98.9062%
[Epoch 130] Time: 23.2851s | [Train] Loss: 0.28467929 Accuracy: Top1: 89.6799%, Top5: 99.8944% | [Test] Loss: 0.73554440 Accuracy: Top1: 79.0234%, Top5: 98.7988%
[Epoch 131] Time: 23.2756s | [Train] Loss: 0.28942950 Accuracy: Top1: 89.6791%, Top5: 99.9023% | [Test] Loss: 0.71199022 Accuracy: Top1: 79.4629%, Top5: 98.7988%
[Epoch 132] Time: 23.2733s | [Train] Loss: 0.27856920 Accuracy: Top1: 89.8581%, Top5: 99.8625% | [Test] Loss: 0.70799557 Accuracy: Top1: 79.0430%, Top5: 98.9844%
[Epoch 133] Time: 23.2266s | [Train] Loss: 0.27702935 Accuracy: Top1: 89.9657%, Top5: 99.9103% | [Test] Loss: 0.73399070 Accuracy: Top1: 78.5254%, Top5: 98.8574%
[Epoch 134] Time: 23.2149s | [Train] Loss: 0.27591953 Accuracy: Top1: 90.0112%, Top5: 99.9163% | [Test] Loss: 0.73146291 Accuracy: Top1: 79.1504%, Top5: 98.7305%
[Epoch 135] Time: 23.1158s | [Train] Loss: 0.27025371 Accuracy: Top1: 90.2479%, Top5: 99.9123% | [Test] Loss: 0.74543433 Accuracy: Top1: 78.9453%, Top5: 98.5645%
[Epoch 136] Time: 23.1590s | [Train] Loss: 0.26648088 Accuracy: Top1: 90.3312%, Top5: 99.9043% | [Test] Loss: 0.72613886 Accuracy: Top1: 79.2480%, Top5: 98.8672%
[Epoch 137] Time: 23.2092s | [Train] Loss: 0.26322394 Accuracy: Top1: 90.5381%, Top5: 99.9123% | [Test] Loss: 0.74316680 Accuracy: Top1: 78.9648%, Top5: 98.9160%
[Epoch 138] Time: 23.1894s | [Train] Loss: 0.26468431 Accuracy: Top1: 90.4480%, Top5: 99.9163% | [Test] Loss: 0.72028403 Accuracy: Top1: 79.1992%, Top5: 98.7598%
[Epoch 139] Time: 23.2433s | [Train] Loss: 0.25651556 Accuracy: Top1: 90.7920%, Top5: 99.9382% | [Test] Loss: 0.71509323 Accuracy: Top1: 79.1992%, Top5: 98.8867%
[Epoch 140] Time: 23.2847s | [Train] Loss: 0.25175994 Accuracy: Top1: 90.8717%, Top5: 99.9442% | [Test] Loss: 0.72578105 Accuracy: Top1: 79.3750%, Top5: 98.9160%
[Epoch 141] Time: 23.2919s | [Train] Loss: 0.24698213 Accuracy: Top1: 91.0407%, Top5: 99.9283% | [Test] Loss: 0.72676768 Accuracy: Top1: 79.2480%, Top5: 98.8086%
[Epoch 142] Time: 23.2093s | [Train] Loss: 0.24676595 Accuracy: Top1: 90.8646%, Top5: 99.9362% | [Test] Loss: 0.73917103 Accuracy: Top1: 79.0820%, Top5: 99.0625%
[Epoch 143] Time: 23.2457s | [Train] Loss: 0.24691335 Accuracy: Top1: 90.9889%, Top5: 99.9402% | [Test] Loss: 0.74115354 Accuracy: Top1: 79.1992%, Top5: 98.8867%
[Epoch 144] Time: 23.3703s | [Train] Loss: 0.23761853 Accuracy: Top1: 91.3656%, Top5: 99.9562% | [Test] Loss: 0.72667144 Accuracy: Top1: 79.5020%, Top5: 98.8867%
[Epoch 145] Time: 23.2549s | [Train] Loss: 0.24205528 Accuracy: Top1: 91.1954%, Top5: 99.9478% | [Test] Loss: 0.74248191 Accuracy: Top1: 79.5312%, Top5: 98.8086%
[Epoch 146] Time: 23.5410s | [Train] Loss: 0.23588222 Accuracy: Top1: 91.4884%, Top5: 99.9482% | [Test] Loss: 0.74257061 Accuracy: Top1: 79.3945%, Top5: 98.7891%
[Epoch 147] Time: 23.3015s | [Train] Loss: 0.23195395 Accuracy: Top1: 91.5816%, Top5: 99.9522% | [Test] Loss: 0.73872600 Accuracy: Top1: 79.3164%, Top5: 98.8477%
[Epoch 148] Time: 23.4606s | [Train] Loss: 0.23002061 Accuracy: Top1: 91.6267%, Top5: 99.9502% | [Test] Loss: 0.78194735 Accuracy: Top1: 78.7402%, Top5: 98.8477%
[Epoch 149] Time: 23.2199s | [Train] Loss: 0.23012779 Accuracy: Top1: 91.5836%, Top5: 99.9581% | [Test] Loss: 0.78618274 Accuracy: Top1: 78.4570%, Top5: 98.7109%
[Epoch 150] Time: 23.3508s | [Train] Loss: 0.22287294 Accuracy: Top1: 91.9966%, Top5: 99.9621% | [Test] Loss: 0.75433262 Accuracy: Top1: 79.9023%, Top5: 98.9844%
✓ Experiment 4 succeeded

[5/28] Dataset=cifar10 | K=5 | Block=ConvNNAttention
Output: ./Final_Output/K_test_correct_random/ViT-Tiny-CIFAR10/ConvNNAttention_Random_K5_NS32_s42
Files already downloaded and verified
Files already downloaded and verified
Model: VIT ConvNNAttention
Total Parameters: 5490826
Trainable Parameters: 5490826
   - Trainable Parameters: 5.49082600 M
Model Complexity (Profiler):
   - GFLOPs: 2.03560493
   - Trainable Parameters: 5.49082600 M
[Epoch 001] Time: 26.0746s | [Train] Loss: 1.79909045 Accuracy: Top1: 34.2423%, Top5: 84.2184% | [Test] Loss: 1.59946951 Accuracy: Top1: 42.0703%, Top5: 89.0039%
[Epoch 002] Time: 25.3883s | [Train] Loss: 1.55697589 Accuracy: Top1: 43.1366%, Top5: 90.2758% | [Test] Loss: 1.48267838 Accuracy: Top1: 45.6055%, Top5: 91.6113%
[Epoch 003] Time: 25.3921s | [Train] Loss: 1.46302666 Accuracy: Top1: 46.5266%, Top5: 91.8838% | [Test] Loss: 1.42026465 Accuracy: Top1: 48.7598%, Top5: 92.0117%
[Epoch 004] Time: 25.4304s | [Train] Loss: 1.40074207 Accuracy: Top1: 48.8086%, Top5: 92.9365% | [Test] Loss: 1.35137848 Accuracy: Top1: 50.9570%, Top5: 93.4473%
[Epoch 005] Time: 25.4188s | [Train] Loss: 1.35058908 Accuracy: Top1: 51.0069%, Top5: 93.4642% | [Test] Loss: 1.30701686 Accuracy: Top1: 52.1094%, Top5: 94.0820%
[Epoch 006] Time: 25.4508s | [Train] Loss: 1.30685793 Accuracy: Top1: 52.3984%, Top5: 94.0613% | [Test] Loss: 1.26021380 Accuracy: Top1: 54.2383%, Top5: 94.9609%
[Epoch 007] Time: 25.4073s | [Train] Loss: 1.26692730 Accuracy: Top1: 53.9027%, Top5: 94.5743% | [Test] Loss: 1.25255722 Accuracy: Top1: 54.8828%, Top5: 94.6680%
[Epoch 008] Time: 25.3135s | [Train] Loss: 1.23181543 Accuracy: Top1: 55.0885%, Top5: 94.9558% | [Test] Loss: 1.20819352 Accuracy: Top1: 55.1953%, Top5: 95.4199%
[Epoch 009] Time: 25.3479s | [Train] Loss: 1.20298226 Accuracy: Top1: 56.2540%, Top5: 95.3819% | [Test] Loss: 1.19429958 Accuracy: Top1: 57.0410%, Top5: 95.4980%
[Epoch 010] Time: 25.4530s | [Train] Loss: 1.17833017 Accuracy: Top1: 57.4538%, Top5: 95.5453% | [Test] Loss: 1.17142957 Accuracy: Top1: 56.7871%, Top5: 95.2637%
[Epoch 011] Time: 25.4025s | [Train] Loss: 1.15957415 Accuracy: Top1: 57.8101%, Top5: 95.6633% | [Test] Loss: 1.12655969 Accuracy: Top1: 59.4922%, Top5: 95.7910%
[Epoch 012] Time: 25.3750s | [Train] Loss: 1.13690605 Accuracy: Top1: 58.9178%, Top5: 95.8693% | [Test] Loss: 1.13048468 Accuracy: Top1: 58.5840%, Top5: 95.9180%
[Epoch 013] Time: 25.4886s | [Train] Loss: 1.10771248 Accuracy: Top1: 60.0020%, Top5: 96.1850% | [Test] Loss: 1.11597960 Accuracy: Top1: 59.7559%, Top5: 96.1621%
[Epoch 014] Time: 25.4248s | [Train] Loss: 1.09710663 Accuracy: Top1: 60.4982%, Top5: 96.2233% | [Test] Loss: 1.09385010 Accuracy: Top1: 60.6250%, Top5: 96.2891%
[Epoch 015] Time: 25.4389s | [Train] Loss: 1.06535147 Accuracy: Top1: 61.5302%, Top5: 96.6016% | [Test] Loss: 1.14232850 Accuracy: Top1: 59.4238%, Top5: 96.0156%
[Epoch 016] Time: 25.3456s | [Train] Loss: 1.05575871 Accuracy: Top1: 61.9272%, Top5: 96.6761% | [Test] Loss: 1.08802757 Accuracy: Top1: 60.7910%, Top5: 96.4453%
[Epoch 017] Time: 25.4047s | [Train] Loss: 1.03594489 Accuracy: Top1: 62.9508%, Top5: 96.7112% | [Test] Loss: 1.04169034 Accuracy: Top1: 62.3047%, Top5: 96.6504%
[Epoch 018] Time: 25.7185s | [Train] Loss: 1.02391178 Accuracy: Top1: 63.1609%, Top5: 96.8296% | [Test] Loss: 1.07297480 Accuracy: Top1: 61.4062%, Top5: 96.4941%
[Epoch 019] Time: 25.4821s | [Train] Loss: 1.00533392 Accuracy: Top1: 64.0916%, Top5: 96.9420% | [Test] Loss: 1.00358931 Accuracy: Top1: 64.2676%, Top5: 97.1387%
[Epoch 020] Time: 25.4401s | [Train] Loss: 0.99514160 Accuracy: Top1: 64.1908%, Top5: 97.0336% | [Test] Loss: 1.00371077 Accuracy: Top1: 64.2676%, Top5: 97.3242%
[Epoch 021] Time: 25.3545s | [Train] Loss: 0.97152907 Accuracy: Top1: 64.9972%, Top5: 97.1409% | [Test] Loss: 0.97896942 Accuracy: Top1: 64.5117%, Top5: 97.2852%
[Epoch 022] Time: 25.4374s | [Train] Loss: 0.94806458 Accuracy: Top1: 66.1826%, Top5: 97.3493% | [Test] Loss: 0.96894402 Accuracy: Top1: 65.2734%, Top5: 97.3047%
[Epoch 023] Time: 25.4410s | [Train] Loss: 0.94503942 Accuracy: Top1: 66.0196%, Top5: 97.3804% | [Test] Loss: 0.95526065 Accuracy: Top1: 65.6641%, Top5: 97.4121%
[Epoch 024] Time: 25.3903s | [Train] Loss: 0.92384242 Accuracy: Top1: 66.8830%, Top5: 97.4777% | [Test] Loss: 0.94533364 Accuracy: Top1: 65.9961%, Top5: 97.4902%
